"","GEOID","enf_points","insp_points","hw_points","percentile_rank"
"1138",27111961000,5.5,NA,5.5,69.8201199200533
"1139",27061480600,7.5,NA,7.5,75.616255829447
"1140",27043460500,1.5,NA,1.5,45.9027315123251
"1141",27047181000,1,NA,1,40.7728181212525
"1142",27157490100,2.5,NA,2.5,55.0966022651566
"1143",27161790300,14,NA,14,87.1419053964024
"1144",27037060840,NA,NA,0,0
"1145",27037060836,21.5,2,23.5,95.0033311125916
"1146",27037060830,NA,NA,0,0
"1147",27053025805,NA,NA,0,0
"1148",27053108700,NA,NA,0,0
"1149",27053102100,2,NA,2,50.7661558960693
"1150",27053103100,NA,NA,0,0
"1151",27053027202,6,NA,6,71.9520319786809
"1152",27053109300,NA,NA,0,0
"1153",27053025201,NA,NA,0,0
"1154",27053026610,NA,NA,0,0
"1155",27053110200,NA,NA,0,0
"1156",27053026103,0.5,2,2.5,55.0966022651566
"1157",27053024801,NA,NA,0,0
"1158",27053022400,NA,NA,0,0
"1159",27133570100,2,NA,2,50.7661558960693
"1160",27079950300,2,NA,2,50.7661558960693
"1161",27065480200,1.5,NA,1.5,45.9027315123251
"1162",27051070100,1.5,NA,1.5,45.9027315123251
"1163",27003050218,NA,NA,0,0
"1164",27003051302,NA,NA,0,0
"1165",27003050605,4.5,NA,4.5,66.3557628247835
"1166",27003051600,1,1,2,50.7661558960693
"1167",27153790200,2.5,NA,2.5,55.0966022651566
"1168",27109001403,13,2,15,88.4077281812125
"1169",27147960300,NA,NA,0,0
"1170",27041450100,NA,NA,0,0
"1171",27061480902,8.5,1,9.5,79.9467021985343
"1172",27123041800,1,NA,1,40.7728181212525
"1173",27123040707,2.5,NA,2.5,55.0966022651566
"1174",27061480701,0.5,NA,0.5,35.8427714856762
"1175",27123040704,NA,NA,0,0
"1176",27123040401,1.5,NA,1.5,45.9027315123251
"1177",27123037402,NA,NA,0,0
"1178",27171100205,14.5,2,16.5,89.9400399733511
"1179",27139081301,7.5,NA,7.5,75.616255829447
"1180",27011950100,3.5,NA,3.5,61.4923384410393
"1181",27021960600,25.5,4,29.5,96.8021319120586
"1182",27035950100,7,NA,7,74.4836775483011
"1183",27057070100,11,2,13,85.742838107928
"1184",27001790503,0.5,1,1.5,45.9027315123251
"1185",27017070502,1,NA,1,40.7728181212525
"1186",27141030405,NA,NA,0,0
"1187",27141030302,NA,NA,0,0
"1188",27025110404,30,1,31,97.0686209193871
"1189",27005940000,NA,NA,0,0
"1190",27099001000,4.5,1,5.5,69.8201199200533
"1191",27145011101,0.5,1,1.5,45.9027315123251
"1192",27035950502,4,1,5,67.9546968687542
"1193",27075370300,10,2,12,84.2105263157895
"1194",27137015200,7.5,2,9.5,79.9467021985343
"1195",27053025703,NA,NA,0,0
"1196",27083360700,2.5,NA,2.5,55.0966022651566
"1197",27095170700,12.5,NA,12.5,85.0766155896069
"1198",27139080206,NA,NA,0,0
"1199",27019090304,NA,NA,0,0
"1200",27025110403,1,NA,1,40.7728181212525
"1201",27137003000,NA,NA,0,0
"1202",27169670801,2.5,1,3.5,61.4923384410393
"1203",27163071001,1,NA,1,40.7728181212525
"1204",27003050827,NA,NA,0,0
"1205",27013170200,21,3,24,95.3364423717522
"1206",27109001901,5.5,NA,5.5,69.8201199200533
"1207",27073180200,2.5,NA,2.5,55.0966022651566
"1208",27131070200,8.5,NA,8.5,77.8147901399067
"1209",27109001703,2,NA,2,50.7661558960693
"1210",27035950401,3.5,NA,3.5,61.4923384410393
"1211",27127750100,0.5,NA,0.5,35.8427714856762
"1212",27171100900,3,NA,3,58.2278481012658
"1213",27145000601,9,1,10,81.0126582278481
"1214",27059130600,1.5,NA,1.5,45.9027315123251
"1215",27111960800,1.5,1,2.5,55.0966022651566
"1216",27169670900,12,NA,12,84.2105263157895
"1217",27053023402,NA,1,1,40.7728181212525
"1218",27007450101,8.5,NA,8.5,77.8147901399067
"1219",27007450704,12,NA,12,84.2105263157895
"1220",27003050828,NA,NA,0,0
"1221",27037060905,NA,NA,0,0
"1222",27163070906,10.5,NA,10.5,82.0119920053298
"1223",27163071207,NA,NA,0,0
"1224",27117460100,8.5,NA,8.5,77.8147901399067
"1225",27053025908,NA,NA,0,0
"1226",27053020202,NA,NA,0,0
"1227",27053026726,13.5,1,14.5,87.8081279147235
"1228",27053126102,10,1,11,82.5449700199867
"1229",27053026025,NA,NA,0,0
"1230",27035950802,16.5,1,17.5,90.473017988008
"1231",27035950402,NA,NA,0,0
"1232",27071790202,17.5,NA,17.5,90.473017988008
"1233",27047180300,1,NA,1,40.7728181212525
"1234",27053021504,NA,1,1,40.7728181212525
"1235",27053026708,1.5,NA,1.5,45.9027315123251
"1236",27053020801,NA,NA,0,0
"1237",27053024005,NA,1,1,40.7728181212525
"1238",27053109700,NA,NA,0,0
"1239",27053027300,3,3,6,71.9520319786809
"1240",27053022801,NA,NA,0,0
"1241",27103480501,41.5,1,42.5,98.800799467022
"1242",27053024400,NA,NA,0,0
"1243",27137013200,31,2,33,97.4017321785476
"1244",27033270300,3,1,4,63.5576282478348
"1245",27059130200,10.5,1,11.5,83.6775483011326
"1246",27145000301,NA,NA,0,0
"1247",27005450800,4.5,1,5.5,69.8201199200533
"1248",27059130303,1,1,2,50.7661558960693
"1249",27135970200,1.5,NA,1.5,45.9027315123251
"1250",27003050505,23,3,26,96.0026648900733
"1251",27003050811,2,NA,2,50.7661558960693
"1252",27041450800,3.5,1,4.5,66.3557628247835
"1253",27095970200,1,NA,1,40.7728181212525
"1254",27137011300,5.5,NA,5.5,69.8201199200533
"1255",27007940002,NA,NA,0,0
"1256",27163071300,22,1,23,94.670219853431
"1257",27111960103,5.5,1,6.5,73.217854763491
"1258",27023950500,2.5,NA,2.5,55.0966022651566
"1259",27035951700,8.5,3,11.5,83.6775483011326
"1260",27077460402,NA,NA,0,0
"1261",27171101001,17.5,NA,17.5,90.473017988008
"1262",27109000902,1.5,NA,1.5,45.9027315123251
"1263",27171100203,5,2,7,74.4836775483011
"1264",27163071011,NA,NA,0,0
"1265",27037061102,NA,NA,0,0
"1266",27037060104,3.5,NA,3.5,61.4923384410393
"1267",27003050107,2,NA,2,50.7661558960693
"1268",27003050702,NA,NA,0,0
"1269",27035951100,33.5,1,34.5,97.8680879413724
"1270",27027030201,10.5,2,12.5,85.0766155896069
"1271",27093560500,41.5,1,42.5,98.800799467022
"1272",27027030106,4,NA,4,63.5576282478348
"1273",27163070404,NA,NA,0,0
"1274",27151960400,8,NA,8,76.8820786142572
"1275",27139080202,NA,NA,0,0
"1276",27085950301,20,NA,20,92.871419053964
"1277",27021960301,0.5,NA,0.5,35.8427714856762
"1278",27103480600,5.5,NA,5.5,69.8201199200533
"1279",27163070208,1,2,3,58.2278481012658
"1280",27123040606,9.5,NA,9.5,79.9467021985343
"1281",27085950200,9.5,NA,9.5,79.9467021985343
"1282",27143170200,14.5,NA,14.5,87.8081279147235
"1283",27123033700,NA,NA,0,0
"1284",27123034701,NA,NA,0,0
"1285",27123036900,NA,NA,0,0
"1286",27123040902,8,NA,8,76.8820786142572
"1287",27123031400,1.5,NA,1.5,45.9027315123251
"1288",27005450700,NA,NA,0,0
"1289",27043460300,4.5,NA,4.5,66.3557628247835
"1290",27141030104,NA,NA,0,0
"1291",27137011101,2,NA,2,50.7661558960693
"1292",27061480302,2,NA,2,50.7661558960693
"1293",27145011306,7.5,2,9.5,79.9467021985343
"1294",27073180300,16,2,18,91.4057295136576
"1295",27171100101,0.5,1,1.5,45.9027315123251
"1296",27111960500,30,3,33,97.4017321785476
"1297",27123040804,1.5,NA,1.5,45.9027315123251
"1298",27049080300,2,NA,2,50.7661558960693
"1299",27055020100,4,NA,4,63.5576282478348
"1300",27035950801,2,NA,2,50.7661558960693
"1301",27049080202,28,5,33,97.4017321785476
"1302",27085950600,8.5,NA,8.5,77.8147901399067
"1303",27015960200,1,1,2,50.7661558960693
"1304",27049080102,2,NA,2,50.7661558960693
"1305",27095170500,1,NA,1,40.7728181212525
"1306",27137013300,30.5,2,32.5,97.3351099267155
"1307",27119020400,5.5,NA,5.5,69.8201199200533
"1308",27157490500,11,NA,11,82.5449700199867
"1309",27165950200,25.5,NA,25.5,95.8027981345769
"1310",27137001700,18.5,2,20.5,93.2711525649567
"1311",27131070601,24,1,25,95.6029313790806
"1312",27033270100,2,1,3,58.2278481012658
"1313",27087940300,NA,NA,0,0
"1314",27111961300,3,1,4,63.5576282478348
"1315",27123037000,NA,NA,0,0
"1316",27123034201,3.5,NA,3.5,61.4923384410393
"1317",27003050227,4.5,3,7.5,75.616255829447
"1318",27019090502,NA,NA,0,0
"1319",27027030400,6.5,NA,6.5,73.217854763491
"1320",27171100803,1,NA,1,40.7728181212525
"1321",27085950100,32,1,33,97.4017321785476
"1322",27067781000,16,NA,16,89.4736842105263
"1323",27123040101,6.5,NA,6.5,73.217854763491
"1324",27123041302,44,1,45,99.0006662225183
"1325",27123035900,0.5,NA,0.5,35.8427714856762
"1326",27123042101,20.5,1,21.5,93.7375083277815
"1327",27123040705,NA,NA,0,0
"1328",27053020500,NA,NA,0,0
"1329",27053026713,NA,NA,0,0
"1330",27053103700,0.5,NA,0.5,35.8427714856762
"1331",27053023700,0.5,NA,0.5,35.8427714856762
"1332",27027030107,NA,NA,0,0
"1333",27063480100,17,1,18,91.4057295136576
"1334",27053026514,24.5,2,26.5,96.2025316455696
"1335",27053022301,NA,NA,0,0
"1336",27053125500,18.5,1,19.5,92.4050632911392
"1337",27053026910,NA,NA,0,0
"1338",27091790600,15.5,2,17.5,90.473017988008
"1339",27021960302,1.5,NA,1.5,45.9027315123251
"1340",27037060508,23.5,NA,23.5,95.0033311125916
"1341",27001770200,10,NA,10,81.0126582278481
"1342",27011950300,8.5,NA,8.5,77.8147901399067
"1343",27003051203,NA,NA,0,0
"1344",27003050901,1,NA,1,40.7728181212525
"1345",27053105500,NA,NA,0,0
"1346",27053001700,4,NA,4,63.5576282478348
"1347",27131070701,3,2,5,67.9546968687542
"1348",27101900200,2.5,NA,2.5,55.0966022651566
"1349",27119020800,1.5,NA,1.5,45.9027315123251
"1350",27135970300,5.5,1,6.5,73.217854763491
"1351",27037060739,2,1,3,58.2278481012658
"1352",27037060734,NA,NA,0,0
"1353",27023950602,3.5,2,5.5,69.8201199200533
"1354",27001770300,10.5,2,12.5,85.0766155896069
"1355",27105105600,1,NA,1,40.7728181212525
"1356",27169670600,11,1,12,84.2105263157895
"1357",27019090302,25.5,4,29.5,96.8021319120586
"1358",27091790200,3,NA,3,58.2278481012658
"1359",27053026614,NA,NA,0,0
"1360",27053026723,NA,NA,0,0
"1361",27053026616,NA,NA,0,0
"1362",27123032300,NA,NA,0,0
"1363",27123031701,9,NA,9,78.8141239173884
"1364",27123040504,1,NA,1,40.7728181212525
"1365",27123040901,0.5,NA,0.5,35.8427714856762
"1366",27123036100,6,4,10,81.0126582278481
"1367",27137011102,9,NA,9,78.8141239173884
"1368",27139080907,NA,NA,0,0
"1369",27097780400,0.5,NA,0.5,35.8427714856762
"1370",27053026707,2.5,3,5.5,69.8201199200533
"1371",27003050216,NA,NA,0,0
"1372",27003050229,0.5,NA,0.5,35.8427714856762
"1373",27003050706,NA,NA,0,0
"1374",27141030503,18.5,5,23.5,95.0033311125916
"1375",27015960500,6.5,NA,6.5,73.217854763491
"1376",27009020100,0.5,NA,0.5,35.8427714856762
"1377",27163070703,NA,NA,0,0
"1378",27053026816,2.5,1,3.5,61.4923384410393
"1379",27053021002,NA,NA,0,0
"1380",27053023501,NA,NA,0,0
"1381",27053108800,NA,NA,0,0
"1382",27053026611,1,NA,1,40.7728181212525
"1383",27033270200,13.5,NA,13.5,86.5423051299134
"1384",27035950501,3.5,NA,3.5,61.4923384410393
"1385",27003050829,33,1,34,97.7348434377082
"1386",27053026302,1.5,NA,1.5,45.9027315123251
"1387",27053005901,1.5,NA,1.5,45.9027315123251
"1388",27053026702,1,2,3,58.2278481012658
"1389",27027030110,NA,NA,0,0
"1390",27053111200,0.5,1,1.5,45.9027315123251
"1391",27053012003,3,NA,3,58.2278481012658
"1392",27053022200,NA,NA,0,0
"1393",27139080307,NA,1,1,40.7728181212525
"1394",27171101002,8.5,1,9.5,79.9467021985343
"1395",27123042700,NA,1,1,40.7728181212525
"1396",27123041400,1,1,2,50.7661558960693
"1397",27123033800,NA,NA,0,0
"1398",27123040200,0.5,NA,0.5,35.8427714856762
"1399",27027020500,NA,NA,0,0
"1400",27003050816,1,NA,1,40.7728181212525
"1401",27003050607,NA,NA,0,0
"1402",27153790700,2,NA,2,50.7661558960693
"1403",27145000304,1,1,2,50.7661558960693
"1404",27001790504,2,1,3,58.2278481012658
"1405",27137011402,19,NA,19,92.1385742838108
"1406",27025110700,4,NA,4,63.5576282478348
"1407",27049080900,16,NA,16,89.4736842105263
"1408",27091790100,NA,NA,0,0
"1409",27053122500,NA,NA,0,0
"1410",27037060754,NA,NA,0,0
"1411",27037061110,4.5,NA,4.5,66.3557628247835
"1412",27053026516,1.5,NA,1.5,45.9027315123251
"1413",27053104901,6.5,1,7.5,75.616255829447
"1414",27021960803,11.5,NA,11.5,83.6775483011326
"1415",27013171202,14.5,1,15.5,89.0073284477015
"1416",27079950600,12,NA,12,84.2105263157895
"1417",27117460200,0.5,NA,0.5,35.8427714856762
"1418",27053104100,6,NA,6,71.9520319786809
"1419",27053020804,NA,NA,0,0
"1420",27085950700,11.5,1,12.5,85.0766155896069
"1421",27047180900,9.5,1,10.5,82.0119920053298
"1422",27053021900,NA,NA,0,0
"1423",27053026101,NA,NA,0,0
"1424",27097780800,NA,NA,0,0
"1425",27163070801,0.5,NA,0.5,35.8427714856762
"1426",27163070301,0.5,NA,0.5,35.8427714856762
"1427",27111961200,4,NA,4,63.5576282478348
"1428",27123033600,NA,NA,0,0
"1429",27057070500,4.5,1,5.5,69.8201199200533
"1430",27053026722,NA,NA,0,0
"1431",27123042002,NA,NA,0,0
"1432",27047180700,4,1,5,67.9546968687542
"1433",27163070907,NA,NA,0,0
"1434",27163070304,NA,NA,0,0
"1435",27037060506,NA,NA,0,0
"1436",27169670700,36.5,1,37.5,98.2678214523651
"1437",27149480100,10,1,11,82.5449700199867
"1438",27111960102,NA,NA,0,0
"1439",27131070901,42,4,46,99.0672884743504
"1440",27123980000,33,1,34,97.7348434377082
"1441",27137000100,1,NA,1,40.7728181212525
"1442",27137002600,1,NA,1,40.7728181212525
"1443",27053102000,NA,NA,0,0
"1444",27003050217,3,NA,3,58.2278481012658
"1445",27145010101,2.5,NA,2.5,55.0966022651566
"1446",27145011500,21.5,5,26.5,96.2025316455696
"1447",27145000303,0.5,NA,0.5,35.8427714856762
"1448",27105105300,1,NA,1,40.7728181212525
"1449",27053026026,NA,NA,0,0
"1450",27037060904,NA,1,1,40.7728181212525
"1451",27123042900,NA,1,1,40.7728181212525
"1452",27053101600,3,NA,3,58.2278481012658
"1453",27007450201,NA,NA,0,0
"1454",27145010900,25.5,6,31.5,97.2018654230513
"1455",27127750600,3,NA,3,58.2278481012658
"1456",27053010700,NA,NA,0,0
"1457",27053125900,NA,NA,0,0
"1458",27053026605,0.5,1,1.5,45.9027315123251
"1459",27053023201,NA,NA,0,0
"1460",27009020202,3,1,4,63.5576282478348
"1461",27003050232,NA,NA,0,0
"1462",27137013000,8,NA,8,76.8820786142572
"1463",27123036600,NA,NA,0,0
"1464",27057070700,0.5,1,1.5,45.9027315123251
"1465",27061481001,0.5,1,1.5,45.9027315123251
"1466",27035950902,2,NA,2,50.7661558960693
"1467",27171100707,1,1,2,50.7661558960693
"1468",27123043002,NA,NA,0,0
"1469",27053026721,NA,NA,0,0
"1470",27123032600,NA,NA,0,0
"1471",27053109000,NA,NA,0,0
"1472",27141030407,4.5,1,5.5,69.8201199200533
"1473",27141031500,8,NA,8,76.8820786142572
"1474",27053025801,NA,NA,0,0
"1475",27109001302,NA,NA,0,0
"1476",27171100805,NA,NA,0,0
"1477",27027030112,8,NA,8,76.8820786142572
"1478",27053025905,NA,NA,0,0
"1479",27053125600,14,1,15,88.4077281812125
"1480",27159480300,25.5,NA,25.5,95.8027981345769
"1481",27053026819,NA,NA,0,0
"1482",27165950300,12,NA,12,84.2105263157895
"1483",27109001602,0.5,NA,0.5,35.8427714856762
"1484",27145011308,23.5,4,27.5,96.402398401066
"1485",27019090704,3,NA,3,58.2278481012658
"1486",27037061008,NA,NA,0,0
"1487",27163071010,4,1,5,67.9546968687542
"1488",27061480801,1,NA,1,40.7728181212525
"1489",27037060822,NA,NA,0,0
"1490",27037060301,3.5,1,4.5,66.3557628247835
"1491",27059130100,8,NA,8,76.8820786142572
"1492",27139080906,1,NA,1,40.7728181212525
"1493",27063480300,11,1,12,84.2105263157895
"1494",27035951303,4,NA,4,63.5576282478348
"1495",27173970300,13.5,1,14.5,87.8081279147235
"1496",27089080100,1.5,NA,1.5,45.9027315123251
"1497",27113090200,4,NA,4,63.5576282478348
"1498",27137012300,4.5,NA,4.5,66.3557628247835
"1499",27035951000,23,NA,23,94.670219853431
"1500",27053026812,4,2,6,71.9520319786809
"1501",27137012100,31.5,4,35.5,97.9347101932045
"1502",27137001900,8,NA,8,76.8820786142572
